Id,_0,_1,_2,action_what,action_where,alternative_technique,how,how_what,how_where,postcondition,precondition,tactic,technique,when,when_condition,when_object,where_attribute,why_state,why_what,why_where
t1103,,,30,loaded and run,registry keys,,,,,,,"persistence,privilege escalation",appinit dlls,,,,"hkey_local_machine\software\microsoft\windows nt\currentversion\windowsor , hkey_local_machine\software\wow6432node\microsoft\windows nt\currentversion\windows <attribute> are <what> loaded <\what> by <how> user32.dll <\how> into every process that loads user32.dll.in practice this is nearly every program, since user32.dll is a very common library. [1]similar to <tech> process injection <\tech>, these values <where> registry key values <\where> can be <what> abused/use <\what> to <why> obtain persistence and privilege escalation <\why> by <how> causing a <attribute> malicious",,,
t1103,,,30,loaded and run,dll,,,,,,,"persistence,privilege escalation",appinit dlls,,,,"hkey_local_machine\software\microsoft\windows nt\currentversion\windowsor , hkey_local_machine\software\wow6432node\microsoft\windows nt\currentversion\windows <attribute> are <what> loaded <\what> by <how> user32.dll <\how> into every process that loads user32.dll.in practice this is nearly every program, since user32.dll is a very common library. [1]similar to <tech> process injection <\tech>, these values <where> registry key values <\where> can be <what> abused/use <\what> to <why> obtain persistence and privilege escalation <\why> by <how> causing a <attribute> malicious",,,
t1155,,,31,executes,applescript,,,,,,,lateral movement,applescript,,,,,,,
t1155,,,32,locate,open scripting architecture (osa) language scripts,,,,,,,lateral movement,applescript,,,,,,,
t1155,,,33,send,open windows,,,,,,,lateral movement,applescript,,,,,,,
t1155,,,34,interact,keystrokes,,,,,,,lateral movement,applescript,,,,,,,
t1155,,,35,use,open application,,,,,,,lateral movement,applescript,,,,"locally  ,  remotely",<what> interact <\what> with <attribute> open <\attribute> <where> ssh connection <\where>  <what> move <\what> to <where> remote machines <\where>  even present users with fake dialog boxes  <what> launch <\what> more common <where> techniques <\where> as well such as a <attribute> reverse shell via python <\attribute>,"interact  ,  move  ,  launch","ssh connection  ,  remote machines  ,  techniques"
t1155,,,35,use,scripting language,,,,,,,lateral movement,applescript,,,,"locally  ,  remotely",<what> interact <\what> with <attribute> open <\attribute> <where> ssh connection <\where>  <what> move <\what> to <where> remote machines <\where>  even present users with fake dialog boxes  <what> launch <\what> more common <where> techniques <\where> as well such as a <attribute> reverse shell via python <\attribute>,"interact  ,  move  ,  launch","ssh connection  ,  remote machines  ,  techniques"
t1155,,,36,run,scripts,,,,,,,lateral movement,applescript,,,,the command-line via <how> osascript /path/to/script or osascript -e script here,,,
t1017,,,37,deploy,software,,application deployment systems employed by enterprise administrators,,,,,lateral movement,application deployment software,"permissions required  for this action  <object> local credentials <\object> may be sufficient with direct access to the deployment server, or specific <object> domain credentials <\object> may be required  <condition> require <\condition> an <object> administrative account<\object>","require  ,  require  ,  require","local credentials  ,  local credentials  ,  administrative account","malicious  ,  remote",log in or to perform software deployment,,
t1017,,,38,execution,code,,,,,,,lateral movement,application deployment software,,,,,,,
t1017,,,39,use,access,,,,,,,lateral movement,application deployment software,,,,,laterally <what>move <\what> to <where> systems <\where><what> gather <\what><where>information <\where> <what>wiping <\what> the <where> hard drives <\where> on all endpoints,"move  ,  gather  , wiping","systems  , information  ,  hard drives"
t1138,,,40,use,bypass user account control (uac),,(redirectexe),,,,,"persistence ,privilege escalation",application shimming,,,,,,,
t1138,,,41,inject,dlls,,injectdll,,,,,"persistence ,privilege escalation",application shimming,,,,,,,
t1138,,,42,disable,data execution prevention,,disablenx,,,,,"persistence ,privilege escalation",application shimming,,,,,,,
t1138,,,43,intercept,structure exception handling,,disableseh,,,,,"persistence ,privilege escalation",application shimming,,,,,,,
t1138,,,44,elevate,memory addresses,,getprocaddress,,,,,"persistence ,privilege escalation",application shimming,,,,,,,
t1138,,,45,install,privileges,,,,,,,"persistence ,privilege escalation",application shimming,,,,,,,
t1138,,,46,disable,backdoors,,,,,,,"persistence ,privilege escalation",application shimming,,,,,,,
t1010,,,48,get-listing,open application windows,,<what>use<\what> small <where>applescript script <\where>,use,applescript script,,,discovery,application window discovery,,,,,,,
t1123,,1,49,listen,audio recordings,,,use/levarage,peripheral devices/applications;conversations/malware/scripts / microphones/webcams;voice and video call services,file-written,device-access/webcam-access,collection,audio capture,,,,,gather information,,
t1123,,1,49,capture,audio recordings,,,use/levarage,peripheral devices/applications;conversations/malware/scripts / microphones/webcams;voice and video call services,file-written,device-access/webcam-access,collection,audio capture,,,,,gather information,,
t1131,,,50,use,autostart mechanism,,placing a reference to a binary in the windows registry location hklm\system\currentcontrolset\control\lsa\ with the key value of authentication packages=.,,,,,persistence,authentication package,,,,,persistence,,
t1131,,,51,executed,binary,,,,,,,persistence,authentication package,authentication packages are loaded,,,,,,
t1119,,1,52,collect,data,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,collect,information,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,collect,file type,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,collect,location,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,collect,name,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,search,data,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,search,information,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,search,file type,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,search,location,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,search,name,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,copy,data,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,copy,information,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,copy,file type,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,copy,location,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,copy,name,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,move,data,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,move,information,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,move,file type,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,move,location,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,move,name,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,identify,data,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,identify,information,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,identify,file type,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,identify,location,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1119,,1,52,identify,name,,,use,Scripting/Fiel and Directory Discovery/Remote file Copy\,file-collected/data-collected,file-access/directory-access,collection,automated collection,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,,gather information,,
t1020,,1,55,exfiltrate,data,,automated processing/scripting,,,,,exfiltration,automated exfiltration,<condition> gathered during collection <\condition> <object>data<\object>,gathered during collection,data,sensitive,,,
t1020,,1,55,exfiltrate,document,,automated processing/scripting,,,,,exfiltration,automated exfiltration,<condition> gathered during collection <\condition> <object>data<\object>,gathered during collection,data,sensitive,,,
t1139,,1,56,look,file,,,,,,,credential access,bash history,<object> user <\object> <condition> logs out <\condition>,logs out,user,,potential credentials,,
t1139,,1,56,search,file,,,,,,,credential access,bash history,<object> user <\object> <condition> logs out <\condition>,logs out,user,,potential credentials,,
t1009,,,57,add,data,,,,,,,defense evasion,binary padding,,,,files,<what> increase <\what> the <where> size <\where>  <what> change <\what> the <where> file hash <\where> avoid hash-based blacklists,"increase  ,  change","size  ,  file hash"
t1197,,,58,abuse,bits,,,,,,,defense evasion,bits jobs,,,,,"download, execute, and even clean up after running malicious code",,
t1197,,,58,use,bits,,,,,,,defense evasion,bits jobs,,,,,"download, execute, and even clean up after running malicious code",,
t1197,,,59,use,bits execution,,creating long-standing jobs (the default maximum lifetime is 90 days and extendable)  invoking an arbitrary program when a job completes or errors (including after system reboots),,,,,defense evasion,bits jobs,,,,,persistence,,
t1197,,,60,use,bits upload functionalities,,,,,,,defense evasion,bits jobs,,,,,<what> perform <\what> <where> <tech> exfiltration over alternative protocol <\tech> <\where>,perform,<tech> exfiltration over alternative protocol <\tech>
t1067,,,61,modifies,boot sectors,,,,,,,persistence,bootkit,,,,"master boot record (mbr)  , volume boot record (vbr)",,,
t1067,,,62,use,bootkits,,,,,,,persistence,bootkit,has raw access to the boot drive,,,,persist on systems,,
t1067,,,63,overwrite,boot area,,,,,,,persistence,bootkit,has raw access to the boot drive,,,,<what> diverting <\what><where> execution <\where>,diverting,execution
t1067,,,64,overwrite,vbr,,,,,,,persistence,bootkit,,,,,<what>divert <\what> <where> execution <\where> during startup to adversary code,divert,execution
t1217,,,65,enumerate,browser bookmarks,,,,,,,discovery,browser bookmark discovery,,,,,learn more about compromised hosts,,
t1217,,,65,list,browser bookmarks,,,,,,,discovery,browser bookmark discovery,,,,,learn more about compromised hosts,,
t1217,,,66,highlight,targets,,,,,,,discovery,browser bookmark discovery,"adversary has access to valid credentials, especially credentials in files associated with logins cached by a browser",,,,,,
t1217,,,66,get-informatino,targets,,,,,,,discovery,browser bookmark discovery,"adversary has access to valid credentials, especially credentials in files associated with logins cached by a browser",,,,,,
t1176,,,67,installed,malicious extensions,,malicious app store downloads masquerading as legitimate extensions  social engineering  adversary that has already compromised a system,,,,,persistence,browser extensions,security can be limited on browser app stores  extension is installed,,,,,,
t1176,,,68,browse,websites,,,,,,,persistence,browser extensions,,,,,,,
t1176,,,69,steal,information,,,,,,,persistence,browser extensions,,,,,,,
t1176,,,70,installer,credentials,,,,,,,persistence,browser extensions,,,,,,,
t1176,,,70,installer,,,,,,,,persistence,browser extensions,,,,,,,
t1110,,,72,use,brute force,,,,,,,credential access,brute force,<object> passwords <\object> are <condition> unknown <\condition>  <object> password hashes <\object> are <condition> obtained <\condition>,"unknown  ,  obtained","passwords  ,  password hashes",,attempt access to accounts,,
t1110,,,73,use,credential dumping,,,,,,,credential access,brute force,,,,,obtain password hashes,,
t1110,,,74,guess,passwords,,,,,,,credential access,brute force,,,,,compute hashes are available,,
t1110,,,75,use,rainbow table,,,,,,,credential access,brute force,,,,pre-computed,<what> crack <\what> <where>hashes<\where>,crack,hashes
t1110,,,76,attempt,brute force logins,,attempting a list of known or possible passwords,,,,,credential access,brute force,<condition> without knowledge<\condition> of <object>passwords or hashes <\object>,without knowledge,passwords or hashes,,,,
t1110,,,77,use,password spraying,,one password (e.g. 'password01')  small list of passwords,,,,,credential access,brute force,,,,management services,,,
t1110,,,78,use,commonly used ports,,<where>ssh (22/tcp) <\where><where>telnet (23/tcp) <\where><where>ftp (21/tcp) <\where><where>netbios / smb / samba (139/tcp & 445/tcp) <\where><where>ldap (389/tcp) <\where><where>kerberos (88/tcp) <\where><where>rdp / terminal services (3389/tcp) <\where><where>http/http management services (80/tcp & 443/tcp) <\where><where>mssql (1433/tcp) <\where><where>oracle (1521/tcp) <\where><where>mysql (3306/tcp) <\where><where>vnc (5900/tcp) <\where>,,"ssh (22/tcp)  , telnet (23/tcp)  , ftp (21/tcp)  , netbios / smb / samba (139/tcp & 445/tcp)  , ldap (389/tcp)  , kerberos (88/tcp)  , rdp / terminal services (3389/tcp)  , http/http management services (80/tcp & 443/tcp)  , mssql (1433/tcp)  , oracle (1521/tcp)  , mysql (3306/tcp)  , vnc (5900/tcp)",,,credential access,brute force,password spraying,,,,,,
t1088,,,79,injected,malicious software,,,,,,,"privilege escalation,defense evasion",bypass user account control,,,,,gain elevated privileges,,
t1088,,,80,use,binary or script,,uacme  eventvwr.exe,,,,,"privilege escalation,defense evasion",bypass user account control,target process is unprotected,,,,elevate privileges to administrator,,
t1088,,,80,auto-elevate,binary or script,,uacme  eventvwr.exe,,,,,"privilege escalation,defense evasion",bypass user account control,target process is unprotected,,,,elevate privileges to administrator,,
t1088,,,80,execute,binary or script,,uacme  eventvwr.exe,,,,,"privilege escalation,defense evasion",bypass user account control,target process is unprotected,,,,elevate privileges to administrator,,
t1088,,,81,bypass,user account control,,lateral movement,,,,,"privilege escalation,defense evasion",bypass user account control,<object> credentials<\object> for an account with <condition> administrator privileges are known<\condition>,administrator privileges are known,credentials,,,,
t1042,,,82,modify,registry key values,,hkey_classes_root.[extension]  hkey_classes_root.txt.  hkey_classes_root[handler]  hkey_classes_root[handler]\shell[action]\command hkey_classes_root\txtfile\shell\open\commandhkey_classes_root\txtfile\shell\print\command* hkey_classes_root\txtfile\shell\printto\command,,,,,persistence,change default file association,,,,,continually execute arbitrary commands,,
t1146,,,83,accessed,logs,,,,,,,defense evasion,clear command history,,,,,,,
t1146,,,84,searching,files,,,,,,,defense evasion,clear command history,,,,,cleartext passwords,,
t1146,,,85,use,command,,"unset histfile, export histfilesize=0, history -c, rm ~/.bash_history",,,,,defense evasion,clear command history,,,,,prevent their own commands from appear in these logs,,
t1115,,1,86,collect,data,,,use,pbpaste/windows api,data-collected,information-copied,collection,clipboard data,,,,stored in the windows clipboard,<what> grab <\what> <where> clipboard contents <\where>,grab,clipboard contents
t1115,,1,86,collect,clipboard data,,,use,pbpaste/windows api,data-collected,information-copied,collection,clipboard data,,,,stored in the windows clipboard,<what> grab <\what> <where> clipboard contents <\where>,grab,clipboard contents
t1115,,1,86,access,data,,,use,pbpaste/windows api,data-collected,information-copied,collection,clipboard data,,,,stored in the windows clipboard,<what> grab <\what> <where> clipboard contents <\where>,grab,clipboard contents
t1115,,1,86,access,clipboard data,,,use,pbpaste/windows api,data-collected,information-copied,collection,clipboard data,,,,stored in the windows clipboard,<what> grab <\what> <where> clipboard contents <\where>,grab,clipboard contents
t1191,,,87,supply,cmstp.exe,,inf files infected with malicious commands,,,,,defense evasion,cmstp,,,,,,,
t1191,,,88,abuse,cmstp.exe,,,,,,,defense evasion,cmstp,,,,,<what> load <\what> and <what> execute <\what> <where> dlls <\where>  and/or <where> com scriptlets (sct) <\where> from remote servers  <what> bypass <\what> <where> applocker <\where> and other <where> whitelisting defenses <\where>,"load  ,  execute  ,  bypass","dlls  ,  com scriptlets (sct)  ,  applocker  ,  whitelisting defenses"
t1191,,,88,use,cmstp.exe,,,,,,,defense evasion,cmstp,,,,,<what> load <\what> and <what> execute <\what> <where> dlls <\where>  and/or <where> com scriptlets (sct) <\where> from remote servers  <what> bypass <\what> <where> applocker <\where> and other <where> whitelisting defenses <\where>,"load  ,  execute  ,  bypass","dlls  ,  com scriptlets (sct)  ,  applocker  ,  whitelisting defenses"
t1191,,,89,abuse <\where> to <why> <tech> bypass user account control <\tech> <\why> and <what> execute,cmstp.exe,,,,,,,defense evasion,cmstp,,,,,,,
t1116,,,91,use,code signing certificates,,,,,,,defense evasion,code signing,,,,,masquerade malware and tools as legitimate binaries,,
t1116,,,92,created,certificates,,,,,,,defense evasion,code signing,,,,,,,
t1116,,,93,forged,code signing,,,,,,,defense evasion,code signing,,,,,verify software on first run,,
t1116,,,93,stolen,code signing,,,,,,,defense evasion,code signing,,,,,verify software on first run,,
t1116,,,94,use,code signing certificates,,,,,,,defense evasion,code signing,,,,,,,
t1059,,,96,use,command-line interfaces,,,,,,,execution,command-line interface,,,,,<what> interact <\what> with <where> systems <\where> and <what> execute <\what> other <where> software <\where> during the course of an operation,"interact  ,  execute","systems  ,  software"
t1065,,1,97,conduct,c2 communication,,non-standard port,,,,,command and control,commonly used port,that have been <condition>improperly configured<\condition>,improperly configured,,,<what>bypass<\what> <where>proxies<\where> and <where>firewalls<\where>,bypass,"proxies , firewalls"
t1043,,1,98,communicate,commonly open ports,,,,,,,command and control,commonly used port,,,,"tcp:80 (http)  ,  tcp:443 (https)  ,  tcp:25 (smtp)  ,  tcp/udp:53 (dns),  protocol  ,  tcp/udp:135 (rpc)  ,  tcp/udp:22 (ssh)  ,  tcp/udp:3389 (rdp)",,,
t1043,,1,98,use,commonly open ports,,,,,,,command and control,commonly used port,,,,"tcp:80 (http)  ,  tcp:443 (https)  ,  tcp:25 (smtp)  ,  tcp/udp:53 (dns),  protocol  ,  tcp/udp:135 (rpc)  ,  tcp/udp:22 (ssh)  ,  tcp/udp:3389 (rdp)",,,
t1043,,1,98,,commonly open ports,,,,,,,command and control,commonly used port,,,,"tcp:80 (http)  ,  tcp:443 (https)  ,  tcp:25 (smtp)  ,  tcp/udp:53 (dns),  protocol  ,  tcp/udp:135 (rpc)  ,  tcp/udp:22 (ssh)  ,  tcp/udp:3389 (rdp)",,,
t1092,,1,99,perform,command and control,,removable media;lateral movement  by replication through removable media,,,,System is compromised,command and control,communication through removable media,<object> systems <\object> would need to be <condition> compromised <\condition>,compromised; direct access,systems,"compromised hosts  , internet-connected",transfer commands from system to system,,
t1500,,,100,hide,payloads,,<what>delivering <\what> <where>files<\where> to victims as uncompiled code,delivering,files,,,defense evasion,compile after delivery,,,,,,,
t1500,,,100,difficult to discover,payloads,,<what>delivering <\what> <where>files<\where> to victims as uncompiled code,delivering,files,,,defense evasion,compile after delivery,,,,,,,
t1500,,,101,compiled,payloads,,csc.exe or gcc/mingw,,,,,defense evasion,compile after delivery,,,,,,,
t1500,,,102,encrypted,payloads,,,,,,,defense evasion,compile after delivery,,,,,,,
t1500,,,102,encoded,payloads,,,,,,,defense evasion,compile after delivery,,,,,,,
t1500,,,102,and,payloads,,,,,,,defense evasion,compile after delivery,,,,,,,
t1500,,,102,or embedded,payloads,,,,,,,defense evasion,compile after delivery,,,,,,,
t1223,,,103,loaded,program (hh.exe),,,,,,,defense evasion,compiled html file,,,,html help executable,,,
t1223,,,104,abuse,this technology,,,,,,,defense evasion,compiled html file,,,,,<what> conceal <\what> <where> malicious code <\where>,conceal,malicious code
t1223,,,104,use,this technology,,,,,,,defense evasion,compiled html file,,,,,<what> conceal <\what> <where> malicious code <\where>,conceal,malicious code
t1223,,,105,delivered,payloads,,,,,,,defense evasion,compiled html file,,,,,,,
t1223,,,106,triggered,<tech> user execution <\tech>,,,,,,,defense evasion,compiled html file,,,,,<what> bypass <\what> <where> application whitelisting <\where>  on older and/or <attribute> unpatched <\attribute><where>  systems <\where> that do not account for execution of binaries through hh.exe,bypass,"application whitelisting  ,   systems"
t1109,,,107,employ,tools,,,,,,,"persistence,defense evasion",component firmware,,,,sophisticated,<what> compromise <\what> <where> computer components <\where>  <what> install <\what> <attribute> malicious<\attribute> <where> firmware <\where>,"compromise  ,  install","computer components  ,  firmware"
t1109,,,108,execute,code,,,,,,,"persistence,defense evasion",component firmware,,,,"outside of the operating system  ,  main system firmware or bios",,,
t1109,,,109,access,systems,,,,,,,"persistence,defense evasion",component firmware,,,,,maintain access and hard disk re-images  evade host software-based defenses and integrity checks,,
t1122,,,110,use,component object model (com),,hijacking the com references and relationships as a means for persistence,,,,,"persistence,defense evasion",component object model hijacking,com object requires a <condition> change <\condition> in the <\object> windows registry <\object>,change,,,<what> insert <\what> <attribute>malicious<\attribute> <where> code <\where> that can be <why> executed  replace a reference,insert,code
t1122,,,111,executed,code,,,,,,,"persistence,defense evasion",component object model hijacking,,,,,,,
t1122,,,112,hijack,objects,,,,,,,"persistence,defense evasion",component object model hijacking,,,,,maintain a consistent level of persistence  avoid system instability that could lead to detection,,
t1122,,,112,hijack,com objects,,,,,,,"persistence,defense evasion",component object model hijacking,,,,,maintain a consistent level of persistence  avoid system instability that could lead to detection,,
t1090,,,113,use,relationships,,,,,,,command and control,connection proxy,,,,single organization or across organizations,<what> manage <\what><where>command and control communications<\where>  <what> reduce <\what> the number of simultaneous <attribute> outbound <\attribute> <where> network connections<\where>  <what> provide resiliency<\what>  in the face of <where> connection loss<\where>  ride over existing trusted communications paths between victims avoid suspicion,"manage  ,  reduce  ,  provide resiliency","command and control communications ,  network connections ,  connection loss"
t1196,,,114,use,control panel items,,,,,,,defense evasion,control panel items,,,,execution payloads,<what> execute <\what> arbitrary <where> commands <\where>,execute,commands
t1196,,,115,delivered,control panel items,,,,,,,defense evasion,control panel items,,,,spearphishing attachment,,,
t1196,,,116,executed,control panel items,,,,,,,defense evasion,control panel items,,,,,<what> bypass <\what> <where> application<\where> and/or <where>file extension whitelisting<\where>,bypass,"application , file extension whitelisting"
t1136,,1,117,create,local account,,net user commands,"hiding  ,  providing  , enabling","files  ,  processes  ,  network activity ,  log tampering ,  authenticated backdoors  ,  root access",,,persistence,create account,sufficient level of access,,,,persistence,,
t1136,,1,117,create,domain account,,net user commands,"hiding  ,  providing  , enabling","files  ,  processes  ,  network activity ,  log tampering ,  authenticated backdoors  ,  root access",,,persistence,create account,sufficient level of access,,,,persistence,,
t1136,,1,117,create,local system,,net user commands,"hiding  ,  providing  , enabling","files  ,  processes  ,  network activity ,  log tampering ,  authenticated backdoors  ,  root access",,,persistence,create account,sufficient level of access,,,,persistence,,
t1003,,,118,obtain,login,,,,,,,credential access,credential dumping,,,,,,,
t1003,,,119,use,password,,form of a <where> hash<\where> or a <where>clear text password<\where> sam database,,,,,credential access,credential dumping,system level access is required,,,"information  ,  sam database",<what> perform <\what> <where> lateral movement <\where>   <what> access <\what> <where> restricted information <\where>,"perform  ,  access","lateral movement  ,  restricted information"
t1003,,,119,use,password hash,,form of a <where> hash<\where> or a <where>clear text password<\where> sam database,,,,,credential access,credential dumping,system level access is required,,,"information  ,  sam database",<what> perform <\what> <where> lateral movement <\where>   <what> access <\what> <where> restricted information <\where>,"perform  ,  access","lateral movement  ,  restricted information"
t1003,,,119,use,credentials,,form of a <where> hash<\where> or a <where>clear text password<\where> sam database,,,,,credential access,credential dumping,system level access is required,,,"information  ,  sam database",<what> perform <\what> <where> lateral movement <\where>   <what> access <\what> <where> restricted information <\where>,"perform  ,  access","lateral movement  ,  restricted information"
t1003,,,120,use,tools,,pwdumpx.exegsecdumpmimikatzsecretsdump.py,,,,,credential access,credential dumping,,,,,retrieve the sam file through in-memory techniques,,
t1003,,,121,extracted,sam,,reg save hklm\sam samreg save hklm\system system,,,,,credential access,credential dumping,,,,,,,
t1003,,,122,use,creddump7,,dcc2 (domain cached credentials version 2) hash,,,,,credential access,credential dumping,,,,,process the sam database locally to retrieve hashes.,,
t1003,,,123,use,tools,,pwdumpx.exegsecdumpmimikatz,,,,,credential access,credential dumping,,,,,retrieve the sam file,,
t1003,,,124,use,reg.exe,,pbkdf2 local security authority (lsa) secrets,,,,,credential access,credential dumping,,,,,extract from the registry and creddump7 used to gather the credentials,,
t1003,,,125,use,registry,,,,,,,credential access,credential dumping,run under the context of local or domain users,,,,store the lsa secrets,,
t1003,,,126,stored,passwords,,,,,,,credential access,credential dumping,auto-logon is enabled,,,,,,
t1003,,,127,stored,information,,,,,,,credential access,credential dumping,,,,,,,
t1003,,,128,use,tools,,pwdumpx.exegsecdumpmimikatzsecretsdump.py,,,,,credential access,credential dumping,,,,,retrieve the sam file,,
t1003,,,129,use,reg.exe,,,,,,,credential access,credential dumping,,,,,extract from the registry and creddump7 used to gather the credentials,,
t1003,,,130,use,tools,,"volume shadow copysecretsdump.pyusing the in-built windows tool, ntdsutil.exeinvoke-ninjacopy group policy preferences (gpp)",,,,,credential access,credential dumping,,,,,enumerate the ntds file and the contents of the entire active directory hashes,,
t1003,,,131,decrypt,password,,,,,,,credential access,credential dumping,,,,,,,
t1003,,,132,use,tools and scripts,,metasploit??s post exploitation module: post/windows/gather/credentials/gppget-gpppasswordgpprefdecrypt.py,,,,,credential access,credential dumping,,,,,gather and decrypt the password file from group policy preference xml files,,
t1003,,,133,use,ssps,,msv authentication package.wdigest: windows credential editormimikatzprocdump: procdump -ma lsass.exe lsass_dump,,,,,credential access,credential dumping,,,,,"interactive logons, batch logons, and service logons",,
t1003,,,134,run,mimikatz,,sekurlsa::minidump lsassdump.dmpsekurlsa::logonpasswords,,,,,credential access,credential dumping,,,,,,,
t1003,,,135,use,dcsync,,,,,,,credential access,credential dumping,,,,,acquire sensitive information,,
t1003,,,136,run,dcsync,,,,,,,credential access,credential dumping,,,,,pull password data from active directory,,
t1003,,,137,use,hashes,,lsadump  mimikatz  lsadump  netsync,,,,,credential access,credential dumping,,,,,create a golden ticket for use in pass the ticket or change an account's password as noted in account manipulation,,
t1003,,,138,dump,process memory,,,,,,,credential access,credential dumping,,,,,,,
t1003,,,139,harvests,passwords and hashes,,"looking for text strings and regex patterns  gnome keyring, sshd, and apache use memory",,,,,credential access,credential dumping,,,,,store such authentication artifacts,,
t1081,,1,140,search,local file systems,,<tech> credential dumping <\tech>  group policy preferences stored on the windows domain controller,,,,,credential access,credential in files,files containing passwords,,,,obtained/get,password,
